;;;
;KO-31;09500 - 09555 ;Таращанский р-н
;KO-32;09800 - 09855 ;Тетиевский р-н
;KO-33;08500 - 08509 ;г. Фастов
;KO-34;08510 - 08560 ;Фастовский р-н
;KO-35;07700 - 07755 ;Яготинский р-н
;KO-36;08700-08700 ;г. Обухов
;;;РЕСПУБЛИКА КРЫМ - UU1-2-3-4-5-6-7-8-0
;KR-01;95000 - 95490 ;г. Симферополь. Железнодорожный р-н
;KR-02;;г. Симферополь. Киевский р-н
;KR-03;;г. Симферополь. Центральный р-н
;KR-04;98500 - 98545 ;г. Алушта
;KR-05;96012 - 96016 ;г. Армянск
;KR-06;98400 - 98480 ;Бахчисарайский р-н
;KR-07;97600 - 97660 ;Белогорский р-н
;KR-08;96100 - 96114 ;г. Джанкой
;KR-09;96115 - 96190 ;Джанкойский р-н
;KR-10;97400 - 97490 ;г. Евпатория
;KR-11;98300 - 98399 ;г. Керчь
;KR-12;97300 - 97350 ;Кировский р-н
;KR-13;97000 - 97099 ;Красногвардейский р-н
;KR-14;96000 - 96005 ;г. Красноперекопск
;KR-15;96006 - 96050 ;Красноперекопский р-н
;KR-16;98200 - 98250 ;Ленинский р-н
;KR-17;97100 - 97160 ;Нижнегорский р-н
;KR-18;96300 - 96350 ;Первомайский р-н
;KR-19;96200 - 96280 ;Раздольненский р-н
;KR-20;96500 - 96509 ;г. Саки
;KR-21;96510 - 96580 ;Сакский р-н
;KR-22;97500 - 97580 ;Симферопольский р-н
;KR-23;97200 - 97250 ;Советский р-н
;KR-24;98000 - 98035 ;г. Судак
;KR-25;98100 - 98199 ;г. Феодосия
;KR-26;96400 - 96450 ;Черноморский р-н
;KR-27;98600 - 98690 ;г. Ялта
;KR-28;98687   ;Ялтинский р-н
;;;г. КИЕВ - UR5U
;KV-01;;г. Киев. Голосеевский р-н
;KV-02;;г. Киев. Дарницкий р-н
;KV-03;;г. Киев. Деснянский р-н
;KV-04;;г. Киев. Днепровский р-н
;KV-05;;г. Киев. Оболонский р-н
;KV-06;;г. Киев. Печерский р-н
;KV-07;;г. Киев. Подольский р-н
;KV-08;;г. Киев. Святошинский р-н
;KV-09;;г. Киев. Соломенский р-н
;KV-10;;г. Киев. Шевченковский р-н
;;;ЛУГАНСКАЯ ОБЛАСТЬ - UR5M
;LU-01;91000 - 91499 ;г. Луганск. Артемовский р-н
;LU-02;;г. Луганск. Жовтневый р-н
;LU-03;;г. Луганск. Каменобродский р-н
;LU-04;;г. Луганск. Ленинский р-н
;LU-05;94200 - 94299 ;г. Алчевск
;LU-06;94600 - 94619 ;г. Антрацит
;LU-07;94620 - 94695 ;Антрацитовский р-н
;LU-08;92800 - 92835 ;Беловодский р-н
;LU-09;94100 - 94199 ;г. Брянка
;LU-10;92200 - 92253 ;Белокуракинский р-н
;LU-11;93800 - 93899 ;г. Кировск
;LU-12;94400 - 94414 ;г. Краснодон
;LU-13;94415 - 94486 ;Краснодонский р-н
;LU-14;94500 - 94599 ;г. Красный Луч
;LU-15;92900 - 92945 ;Кременской р-н
;LU-16;93100 - 93199 ;г. Лисичанск
;LU-17;92000 - 92045 ;Лутугинский р-н
;LU-18;92400 - 92445 ;Марковский р-н
;LU-19;92500 – 92542;Меловской р-н
;LU-20;93500 - 93543 ;Новоайдарский р-н
;LU-21;92300 - 92355 ;Новопсковский р-н
;LU-22;93200 - 93299 ;г. Первомайск
;LU-23;94300 - 94345 ;Перевальский р-н
;LU-24;93300 - 93355 ;Попаснянский р-н
;LU-25;94700 - 94793 ;г. Ровеньки
;LU-26;93000 - 93099 ;г. Рубежное
;LU-27;92600 - 92655 ;Сватовский р-н
;LU-28;94800 - 94819 ;г. Свердловск
;LU-29;94820 - 94871 ;Свердловский р-н
;LU-30;93400 - 93499 ;г. Северодонецк
;LU-31;93700 - 93747 ;Славяносербский р-н
;LU-32;93600 - 93655 ;Станично-Луганский р-н
;LU-33;92700 - 92765 ;Старобельский р-н
;LU-34;94000 - 94099 ;г. Стаханов
;LU-35;92100 - 92145 ;Троицкий р-н
;;;ЛЬВОВСКАЯ ОБЛАСТЬ - UR5W
;LV-01;79000 - 79499 ;г. Львов. Галицкий р-н
;LV-02;;г. Львов. Железнодорожный р-н
;LV-03;;г. Львов. Лычаковский р-н
;LV-04;;г. Львов. Сиховский р-н
;LV-05;;г. Львов. Франковский р-н
;LV-06;;г. Львов. Шевченковский р-н
;LV-07;82300 - 82399 ;г. Борислав
;LV-08;80600 - 80675 ;Бродовский р-н
;LV-09;80500 - 80565 ;Буский р-н
;LV-10;81500 - 81575 ;Городокский р-н
;LV-11;82100 - 82119 ;г. Дрогобыч
;LV-12;82120 – 82199;Дрогобычский р-н
;LV-13;81700 - 81799 ;Жидачовский р-н
;LV-14;80300 - 80385 ;Жовковский р-н
;LV-15;80700 - 80765 ;Золочевский р-н
;LV-16;80400 - 80470 ;Каменско-Бугский р-н
;LV-17;81600 - 81660 ;Николаевский р-н
;LV-18;81300 - 81385 ;Мостиский р-н
;LV-19;81200 - 81265 ;Перемышлянский р-н
;LV-20;81100 - 81180 ;Пустомытовский р-н
;LV-21;80200 - 80265 ;Радеховский р-н
;LV-22;81400 - 81412 ;г. Самбор
;LV-23;81413 - 81485 ;Самборский р-н
;LV-24;82600 - 82670 ;Сколевский р-н
;LV-25;80000 - 80099 ;Сокальский р-н
;LV-26;82000 - 82099 ;Старосимборский р-н
;LV-27;82400 - 82419 ;г. Стрый
;LV-28;82420 - 82499 ;Стрыйский р-н
;LV-29;82200 - 82299 ;г. Трускавец
;LV-30;82500 - 82570 ;Туркивский р-н
;LV-31;80100 - 80199 ;г. Червоноград
;LV-32;81000 - 81090 ;Яворовский р-н
;LV-33;82482 - 82483 ;г. Моршин
;;;НИКОЛАЕВСКАЯ ОБЛАСТЬ - UR5Z
;NI-01;54000 - 54490 ;г. Николаев. Заводской р-н
;NI-02;54051;г. Николаев. Корабельный р-н
;NI-03;54034;г. Николаев. Ленинский р-н
;NI-04;;г. Николаев. Центральный р-н
;NI-05;55300 - 55355 ;Арбузинский р-н
;NI-06;56100 - 56185 ;Баштанский р-н
;NI-07;57400 - 57465 ;Березанский р-н
;NI-08;56200 - 56255 ;Березнеговатский р-н
;NI-09;55400 - 55455 ;Братский р-н
;NI-10;57000 - 57070 ;Веселиновский р-н
;NI-11;56500 - 56518 ;г. Вознесенск
;NI-12;56519 - 56580 ;Вознесенский р-н
;NI-13;56300 - 56345 ;Врадиевский р-н
;NI-14;56400 - 56470 ;Доманевский р-н
;NI-15;55500 - 55560 ;Еланецкий р-н
;NI-16;57200 - 57290 ;Жовтневый р-н
;NI-17;55600 - 56070 ;Казанковский р-н
;NI-18;55100 - 55165 ;Кривоозерский р-н
;NI-19;57100 - 57165 ;Николаевский р-н
;NI-20;55600 - 55655 ;Новобугский р-н
;NI-21;56600 - 56665 ;Новоодесский р-н
;NI-22;57500 - 57514 ;г. Очаков
;NI-23;57515 - 57555 ;Очаковский р-н
;NI-24;55200 - 55219 ;г. Первомайск
;NI-25;55220 - 55280 ;Первомайский р-н
;NI-26;57300 - 57380 ;Снигуревский р-н
;NI-27;55000 - 55099 ;г. Южноукраинск
;;;ОДЕССКАЯ ОБЛАСТЬ - UR5F
;OD-01;65000 - 65499 ;г. Одесса. (Жовтневый р-н с 1-1-2003 не существует)
;OD-02; ;г. Одесса. (Ильичовский р-н с 1-1-2003 не существует)
;OD-03;;г. Одесса. Киевский р-н
;OD-04;;г. Одесса. (Ленинский р-н с 1-1-2003 не существует)
;OD-05;;г. Одесса. Малиновский р-н
;OD-06;;г. Одесса. Приморский р-н
;OD-07;;г. Одесса. Суворовский р-н
;OD-08;;г. Одесса. (Центральный р-н с 1-1-2003 не существует)
;OD-09;66400 - 66445 ;Ананьевский р-н
;OD-10;68400 - 68455 ;Арцизский р-н
;OD-11;66100 - 66165 ;Балтский р-н
;OD-12;67300 - 67365 ;Березовский р-н
;OD-13;67700 - 67719 ;г. Белгород-Днестровский
;OD-14;67720 - 67799 ;Белгород-Днестровский р-н
;OD-15;67600 - 67670 ;Беляевский р-н
;OD-16;68750 - 68755 ;Болградский р-н
;OD-17;67100 – 67155;Великомихайловский р-н
;OD-18;67200 - 67245 ;Ивановский р-н
;OD-19;68600 - 68633 ;г. Измаил
;OD-20;68634 - 68675 ;Измаилский р-н
;OD-21;68000 - 68099 ;г. Ильичевск
;OD-22;68300 - 68355 ;Килийский р-н
;OD-23;66000 - 66055 ;Кодымский р-н
;OD-24;67500 - 67575 ;Коминтерновский р-н
;OD-25;66300 - 66314 ;г. Котовск
;OD-26;66315 - 66375 ;Котовский р-н
;OD-27;66600 - 66655 ;Красноокнянский р-н
;OD-28;66500 - 66565 ;Любашевский р-н
;OD-29;67000 - 67055 ;Николаевский р-н
;OD-30;67800 - 67845 ;Овидиопольский р-н
;OD-31;68800 - 68831 ;Ренийский р-н
;OD-32;67400 - 67475 ;Раздельнянский р-н
;OD-33;66200 - 66235 ;Савранский р-н
;OD-34;68200 - 68265 ;Саратский р-н
;OD-35;68500 - 68560 ;Тарутинский р-н
;OD-36;68100 - 68165 ;Татарбунарский р-н
;OD-37;65470 - 65495 ;г. Теплодар
;OD-38;66700 - 66745 ;Фрунзенский р-н
;OD-39;66800 - 66865 ;Ширяевский р-н
;OD-40;65481 - 65489 ;г. Южное
;;;ПОЛТАВСКАЯ ОБЛАСТЬ - UR5H
;PO-01;36000 - 36499 ;г. Полтава. Киевский р-н
;PO-02;;г. Полтава. Ленинский р-н
;PO-03;;г. Полтава. Октябрьский р-н
;PO-04;38300 - 38355 ;Великобагачанский р-н
;PO-05;37300 - 37365 ;Гадячский р-н
;PO-06;39000 - 39075 ;Глобинский р-н
;PO-07;37400 - 37461 ;Гребенковский р-н
;PO-08;38500 - 38545 ;Диканьский р-н
;PO-09;38100 - 38165 ;Зеньковский р-н
;PO-10;39500 - 39545 ;Карловский р-н
;PO-11;39200 - 39282 ;Кобелякский р-н
;PO-12;39100 - 39152 ;Козельщинский р-н
;PO-13;39800 - 39892 ;г. Комсомольск
;PO-14;38600 - 38635 ;Котелевский р-н
;PO-15;;г. Кременчуг Автозаводский р-н
;PO-16;;г. Кременчуг Крюковский р-н
;PO-17;39700 - 39765 ;Кременчугский р-н
;PO-18;37200 - 37265 ;Лохвицкий р-н
;PO-19;37500 - 37509 ;г. Лубны
;PO-20;37510 - 37575 ;Лубенский р-н
;PO-21;39400 - 39453 ;Машевский р-н
;PO-22;37600 - 37609 ;г. Миргород
;PO-23;37610 - 37675 ;Миргородский р-н
;PO-24;39300 - 39365 ;Новосанжарский р-н
;PO-25;37700 - 37752 ;Оржицкий р-н
;PO-26;37000 - 37053 ;Пирятинский р-н
;PO-27;38700 - 38775 ;Полтавский р-н
;PO-28;38400 - 38452 ;Решетиловский р-н
;PO-29;38200 - 38272 ;Семеновский р-н
;PO-30;37800 - 37865 ;Хорольский р-н
;PO-31;37100 - 37145 ;Чернухинский р-н
;PO-32;38800 - 38852 ;Чутовский р-н
;PO-33;38000 - 38043 ;Шишакский р-н
;;;РОВЕНСКАЯ ОБЛАСТЬ - UR5K
;RI-01;33000 - 33499 ;г. Ровно
;RI-02;34600 - 34656 ;Березновский р-н
;RI-03;34300 - 34382 ;Владимирецкий р-н
;RI-04;35400 - 35455 ;Гощанский р-н
;RI-05;35200 - 35225 ;Демидовский р-н
;RI-06;35600 - 35608 ;г. Дубно
;RI-07;35609 - 35683 ;Дубновский р-н
;RI-08;34100 - 34165 ;Дубровицкий р-н
;RI-09;34000 - 34062 ;Заречнянский р-н
;RI-10;35700 - 35755 ;Здолбуновский р-н
;RI-11;34700 - 34746 ;Корецкий р-н
;RI-12;35000 - 35055 ;Костопольский р-н
;RI-13;34400 - 34499 ;г. Кузнецовск
;RI-14;35100 - 35171 ;Млиновский р-н
;RI-15;35800 - 35807 ;г. Острог
;RI-16;35808 - 35855 ;Острожский р-н
;RI-17;35500 - 35555 ;Радивиловский р-н
;RI-18;35300 - 35365 ;Ровенский р-н
;RI-19;34200 - 34265 ;Ракитновский р-н
;RI-20;34500 - 34562 ;Сарненский р-н
;;;г. СЕВАСТОПОЛЬ - UU9
;SL-01;99000 - 99699;г. Севастополь. Гагаринский р-н
;SL-02;;г. Севастополь. Ленинский р-н
;SL-03;;г. Севастополь. Нахимовский р-н
;SL-04;99700 - 99820;города, подчиненные г. Севастополю
;;;СУМСКАЯ ОБЛАСТЬ - UR5A
;SU-01;40000 - 40491 ;г. Сумы. Заречный р-н
;SU-02;;г. Сумы. Ковпаковский р-н
;SU-03;42700 - 42719 ;г. Ахтырка
;SU-04;42720 - 42770 ;Ахтырский р-н
;SU-05;41800 - 41875 ;Белопольский р-н
;SU-06;41700 - 41762 ;Бурынский р-н
;SU-07;42800 - 42851 ;Великописаревский р-н
;SU-08;42400 - 41409 ;г. Глухов
;SU-09;41410 - 41476 ;Глуховский р-н
;SU-10;41600 – 41625;г. Конотоп
;SU-11;41626 - 41676 ;Конотопский р-н
;SU-12;42400 - 42457 ;Краснопольский р-н
;SU-13;41300 - 41355 ;Кролевецкий р-н
;SU-14;42200 - 42214 ;г. Лебедин
;SU-15;42215 - 42283 ;Лебединский р-н
;SU-16;42500 - 42547 ;Липоводолинский р-н
;SU-17;42100 - 42146 ;Недригайловский р-н
;SU-18;41500 - 41553 ;Путивльский р-н
;SU-19;42000 - 42019 ;г. Ромны
;SU-20;42020 - 42090 ;Роменский р-н
;SU-21;41000 - 41055 ;Середино-Будский р-н
;SU-22;42300 - 42360 ;Сумской р-н
;SU-23;42600 - 42655 ;Тростянецкий р-н
;SU-24;41100 - 41109 ;г. Шостка
;SU-25;41110 - 41146 ;Шосткинский р-н
;SU-26;41200 - 41245 ;Ямпольский р-н
;;;ТЕРНОПОЛЬСКАЯ ОБЛАСТЬ - UR5B
;TE-01;46000 - 46499 ;г. Тернополь
;TE-02;47500 - 47535 ;Бережанский р-н
;TE-03;48700 - 48758 ;Борщевский р-н
;TE-04;48400 - 48467 ;Бучачский р-н
;TE-05;48200 - 48273 ;Гусятинский р-н
;TE-06;48600 - 48665 ;Залещицкий р-н
;TE-07;47300 - 47375 ;Збаражский р-н
;TE-08;47200 - 47272 ;Зборовский р-н
;TE-09;47600 - 47675 ;Козовский р-н
;TE-10;47000 - 47065 ;Кременецкий р-н
;TE-11;47400 - 47455 ;Лановецкий р-н
;TE-12;48300 - 48372 ;Монастырисский р-н
;TE-13;47800 - 47862 ;Подволочиский р-н
;TE-14;48000 - 48033 ;Подгаецкий р-н
;TE-15;48100 - 48165 ;Теребовлянский р-н
;TE-16;47700 - 47745 ;Тернопольский р-н
;TE-17;48500 - 48565 ;Чортковский р-н
;TE-18;47100 - 47165 ;Шумской р-н
;;;ВИННИЦКАЯ ОБЛАСТЬ - UR5N
;VI-01;21000 - 21499 ;г. Винница. Замостянский р-н
;VI-02;21000 - 21499 ;г. Винница. Ленинский р-н
;VI-03;21000 - 21499 ;г. Винница. Старогородский р-н
;VI-04;23000 - 23070 ;Барский р-н
;VI-05;24400 - 24470 ;Бершадский р-н
;VI-06;23200 - 23260 ;Винницкий р-н
;VI-07;23700 - 23760 ;Гайсинский р-н
;VI-08;23100 - 23107 ;г. Жмеринка
;VI-09;21108 - 21170 ;Жмеринский р-н
;VI-10;22700 - 22760 ;Ильинецкий р-н
;VI-11;22400 - 22470 ;Калиновский р-н
;VI-12;22100 - 22108 ;г. Казатин
;VI-13;22110 - 22170 ;Казатинский р-н
;VI-14;24600 - 24650 ;Крижопольский р-н
;VI-15;24320 - 24323 ;г. Ладыжин
;VI-16;22500 - 22560 ;Липовецкий р-н
;VI-17;22300 - 22370 ;Литинский р-н
;VI-18;24000 - 24005 ;г. Могилев-Подольский р-н
;VI-19;24006 - 24070 ;Могилев-Подольский р-н
;VI-20;23400 - 23460 ;Муравано-Куриловецкий р-н
;VI-21;22800 - 22890 ;Немировский р-н
;VI-22;22600 - 22660 ;Оратовский р-н
;VI-23;24700 - 24740 ;Пещанский р-н
;VI-24;22200 - 22270 ;Погребищенский р-н
;VI-25;23800 - 23860 ;Теплицкий р-н
;VI-26;23300 - 23360 ;Тывровский р-н
;VI-27;24200 - 24250 ;Томашпольский р-н
;VI-28;24300 - 24370 ;Тростянецкий р-н
;VI-29;23600 - 23670 ;Тульчинский р-н
;VI-30;22000 - 22007 ;г. Хмельник
;VI-31;22008 - 22080 ;Хмельницкий р-н
;VI-32;24100 - 24130 ;Черновицкий р-н
;VI-33;24800 - 24840 ;Чечельницкий р-н
;VI-34;23500 - 23560 ;Шаргородский р-н
;VI-35;24500 - 24550 ;Ямпольский р-н
;;;ВОЛЫНСКАЯ ОБЛАСТЬ - UR5P
;VO-01;43000 - 43499 ;г. Луцк
;VO-02;44700 - 44709 ;г. Владимир-Волынский
;VO-03;44710 - 44770 ;Владимир-Волынский р-н
;VO-04;45700 - 45780 ;Гороховский р-н
;VO-05;45300 - 45350 ;Иваничивский р-н
;VO-06;44500 - 44580 ;Камень-Каширский р-н
;VO-07;45200 - 45270 ;Киверцовский р-н
;VO-08;45000 - 45014 ;г. Ковель
;VO-09;45015 - 45099 ;Ковельский р-н
;VO-10;45500 - 45560 ;Локачинский р-н
;VO-11;45600 - 45670 ;Луцкий р-н
;VO-12;44200 - 44260 ;Любешевский р-н
;VO-13;44300 - 44360 ;Любомльский р-н
;VO-14;44600 - 44690 ;Маневичский р-н
;VO-15;45400 - 45490 ;г. Нововолынск
;VO-16;44100 - 44170 ;Ратновский р-н
;VO-17;45100 - 45170 ;Рожищенский р-н
;VO-18;44400 - 44470 ;Старовыжевский р-н
;VO-19;44800 - 44870 ;Турийский р-н
;VO-20;44000 - 44040 ;Шацкий р-н
;;;ЗАКАРПАТСКАЯ ОБЛАСТЬ - UR5D
;ZA-01;88000 - 88499 ;г. Ужгород
;ZA-02;90200 - 90209 ;г. Берегово
;ZA-03;90210 - 90299 ;Береговский р-н
;ZA-04;89000 - 89050 ;Великоберезнянский р-н
;ZA-05;90300 - 90370 ;Виноградовский р-н
;ZA-06;89100 - 89150 ;Воловецкий р-н
;ZA-07;90100 - 90160 ;Иршавский р-н
;ZA-08;90000 - 90050 ;Межгорский р-н
;ZA-09;89600 - 89619 ;г. Мукачево
;ZA-10;89620 - 89699 ;Мукачевский р-н
;ZA-11;89200 - 89240 ;Перечинский р-н
;ZA-12;90600 - 90650 ;Раховский р-н
;ZA-13;89300 - 89340 ;Свалявский р-н
;ZA-14;90500 - 90550 ;Тячевский р-н
;ZA-15;89400 - 89470 ;Ужгородский р-н
;ZA-16;90400 - 9049 ;г. Хуст
;ZA-17;90410 - 90460 ;Хустский р-н
;ZA-18;89500 - 89599 ;г. Чоп
;;;ЖИТОМИРСКАЯ ОБЛАСТЬ - UR5X
;ZH-01;10000 - 10003 ;г. Житомир. Богунский р-н
;ZH-02;10025 - 10499 ;г. Житомир. Королевский р-н
;ZH-03;13400 - 13499 ;Андрушевский р-н
;ZH-04;12700 - 12750 ;Барановский р-н
;ZH-05;13300 - 13318 ;г. Бердичев
;ZH-06;13320 - 13399 ;Бердичевский р-н
;ZH-07;12600 - 12650 ;Брусиловский р-н
;ZH-08;12100 - 12150 ;Володарск-Волынский р-н
;ZH-09;13000 - 13050 ;Дзержинский р-н
;ZH-10;11200 - 11299 ;Емильчинский р-н
;ZH-11;12400 - 12499 ;Житомирский р-н
;ZH-12;11500 - 11519 ;г. Коростень
;ZH-13;11520 - 11599 ;Коростеньский р-н
;ZH-14;12500 - 12550 ;Коростышевский р-н
;ZH-15;11300 - 11350 ;Лугинский р-н
;ZH-16;13100 - 13170 ;Любарский р-н
;ZH-17;11600 - 11670 ;Малинский р-н
;ZH-18;11400 - 11460 ;Народичский р-н
;ZH-19;11700 - 11709 ;г. Новоград-Волынский
;ZH-20;11710 - 11799 ;Новоград-Волынский р-н
;ZH-21;11100 - 11170 ;Овручский р-н
;ZH-22;11000 - 11060 ;Олевский р-н
;ZH-23;13500 – 13560;Попельнянский р-н
;ZH-24;12200 - 12270 ;Радомышльский р-н
;ZH-25;13600 - 13660 ;Ружинский р-н
;ZH-26;12000 - 12060 ;Червоноармейский р-н
;ZH-27;12300 – 12350;Черняховский р-н
;ZH-28;13200 - 13270 ;Чудновский р-н
;;;ЗАПОРОЖСКАЯ ОБЛАСТЬ - UR5Q
;ZP-01;69000 - 69499 ;г. Запорожье. Жовтневый р-н
;ZP-02;;г. Запорожье. Заводской р-н
;ZP-03;;г. Запорожье. Коммунарский р-н
;ZP-04;;г. Запорожье. Ленинский р-н
;ZP-05;;г. Запорожье. Орджоникидзевский р-н
;ZP-06;;г. Запорожье. Хортицкий р-н
;ZP-07;;г. Запорожье. Шевченковский р-н
;ZP-08;72500 - 72565 ;Акимовский р-н
;ZP-09;71100 - 71127 ;г. Бердянск
;ZP-10;71128 - 71170 ;Бердянский р-н
;ZP-11;71600 - 71680 ;Васильевкский р-н
;ZP-12;71400 - 71415 ;Великобелозерский р-н
;ZP-13;72200 - 72260 ;Веселовский р-н
;ZP-14;70000 - 70060 ;Вольнянский р-н
;ZP-15;70200 - 70250 ;Гуляйпольский р-н
;ZP-16;70400 - 70460 ;Запорожский р-н
;ZP-17;71300 - 71340 ;Каменско-Днепровский р-н
;ZP-18;71000 - 71060 ;Куйбышевский р-н
;ZP-19;72300 - 72325 ;г. Мелитополь
;ZP-20;72326 - 72399 ;Мелитопольский р-н
;ZP-21;72000 - 72050 ;Михайловский р-н
;ZP-22;70100 - 70155 ;Новониколаевский р-н
;ZP-23;70500 - 70565 ;Ореховский р-н
;ZP-24;70600 - 70650 ;Пологский р-н
;ZP-25;72400 - 72455 ;Приазовский р-н
;ZP-26;72100 - 72155 ;Приморский р-н
;ZP-27;70300 - 70335 ;Розовкский р-н
;ZP-28;71700 - 71715 ;г. Токмак
;ZP-29;71716 - 71775 ;Токмакский р-н
;ZP-30;71200 - 71245 ;Черниговский р-н
;ZP-31;71500 - 71599 ;г. Энергодар
